Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,DaySinceLastOrder,CashbackAmount,Churn
11.0,1.0,14.0,1.0,2.0,4.0,0.0,3.0,2.0,6.0,0.0,14.0,3.0,3.0,262.0,0
9.0,3.0,7.0,1.0,3.0,4.0,2.0,3.0,0.0,11.0,0.0,12.0,4.0,10.0,172.0,0
1.0,1.0,9.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,0.0,14.0,1.0,0.0,114.0,1
13.0,1.0,20.0,0.0,4.0,5.0,1.0,4.0,1.0,8.0,1.0,17.0,11.0,3.0,296.0,0
1.0,3.0,15.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,22.0,3.0,4.0,148.0,1
0.0,3.0,8.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,14.0,0.0,7.0,165.0,0
1.0,2.0,13.0,1.0,4.0,4.0,4.0,5.0,1.0,6.0,1.0,23.0,2.0,3.0,146.0,1
24.0,1.0,12.0,1.0,2.0,3.0,5.0,3.0,2.0,8.0,0.0,14.0,8.0,15.0,295.0,0
9.0,3.0,15.0,0.0,4.0,4.0,4.0,2.0,0.0,3.0,0.0,17.0,1.0,3.0,151.0,0
16.0,1.0,9.0,1.0,3.0,4.0,1.0,5.0,1.0,2.0,0.0,15.0,6.0,8.0,302.0,0
8.0,1.0,17.0,1.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,12.0,2.0,3.0,154.0,1
8.0,1.0,8.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,13.0,3.0,4.0,148.0,1
6.0,3.0,9.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0,1.0,14.0,2.0,3.0,166.0,0
3.0,1.0,16.0,1.0,2.0,5.0,4.0,2.0,2.0,2.0,0.0,18.0,3.0,3.0,165.0,0
0.0,1.0,24.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,19.0,1.0,0.0,127.0,1
18.0,2.0,9.0,1.0,4.0,5.0,5.0,4.0,0.0,5.0,1.0,15.0,4.0,7.0,324.0,1
1.0,1.0,32.0,0.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,13.0,2.0,2.0,155.0,0
4.0,2.0,15.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,12.0,8.0,12.0,241.0,1
27.0,1.0,10.0,1.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,14.0,2.0,4.0,301.0,0
17.0,1.0,28.0,1.0,4.0,4.0,4.0,1.0,1.0,9.0,0.0,21.0,2.0,3.0,148.0,0
1.0,3.0,11.0,1.0,3.0,5.0,2.0,5.0,0.0,3.0,0.0,13.0,2.0,4.0,168.0,0
15.0,2.0,11.0,1.0,3.0,6.0,2.0,4.0,1.0,8.0,0.0,20.0,1.0,3.0,189.0,0
27.0,1.0,30.0,0.0,4.0,4.0,1.0,2.0,2.0,8.0,0.0,19.0,6.0,9.0,268.0,0
4.0,1.0,8.0,0.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,11.0,1.0,0.0,111.0,0
1.0,2.0,16.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,0.0,13.0,1.0,1.0,136.0,1
13.0,3.0,8.0,1.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0,14.0,0.0,2.0,126.0,1
18.0,3.0,12.0,0.0,2.0,4.0,0.0,2.0,2.0,7.0,0.0,12.0,12.0,8.0,189.0,0
22.0,1.0,24.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,15.0,0.0,7.0,168.0,0
0.0,1.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,13.0,5.0,8.0,127.0,1
1.0,3.0,20.0,0.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,12.0,1.0,7.0,224.0,1
5.0,1.0,15.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,0.0,13.0,1.0,0.0,120.0,1
16.0,1.0,16.0,0.0,2.0,4.0,2.0,3.0,1.0,2.0,0.0,11.0,1.0,0.0,153.0,0
0.0,3.0,8.0,0.0,3.0,4.0,3.0,2.0,2.0,8.0,0.0,14.0,0.0,0.0,128.0,1
1.0,3.0,9.0,1.0,4.0,4.0,4.0,5.0,1.0,5.0,0.0,14.0,2.0,1.0,148.0,0
11.0,1.0,12.0,1.0,4.0,4.0,2.0,1.0,1.0,9.0,0.0,17.0,2.0,5.0,188.0,0
1.0,1.0,7.0,1.0,4.0,5.0,4.0,5.0,2.0,8.0,0.0,14.0,1.0,8.0,149.0,1
8.0,3.0,10.0,0.0,4.0,6.0,5.0,4.0,2.0,4.0,1.0,18.0,3.0,12.0,314.0,1
18.0,1.0,11.0,0.0,2.0,4.0,0.0,3.0,1.0,5.0,1.0,15.0,1.0,9.0,201.0,1
1.0,1.0,9.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,0.0,13.0,4.0,4.0,140.0,1
11.0,1.0,7.0,0.0,4.0,4.0,2.0,4.0,0.0,8.0,0.0,13.0,4.0,4.0,189.0,0
0.0,1.0,13.0,1.0,3.0,3.0,4.0,3.0,1.0,2.0,0.0,13.0,0.0,0.0,113.0,0
14.0,3.0,17.0,1.0,4.0,5.0,0.0,4.0,1.0,4.0,0.0,13.0,2.0,7.0,222.0,0
4.0,3.0,29.0,1.0,4.0,5.0,2.0,3.0,0.0,4.0,1.0,13.0,2.0,1.0,189.0,1
4.0,1.0,9.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,0.0,14.0,1.0,3.0,152.0,0
8.0,3.0,11.0,0.0,4.0,6.0,5.0,4.0,2.0,4.0,1.0,18.0,3.0,11.0,314.0,1
0.0,2.0,9.0,1.0,3.0,3.0,0.0,5.0,2.0,2.0,1.0,18.0,3.0,7.0,197.0,1
0.0,1.0,15.0,0.0,2.0,3.0,4.0,5.0,2.0,8.0,0.0,22.0,1.0,4.0,142.0,1
6.0,3.0,13.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,17.0,1.0,2.0,143.0,0
2.0,3.0,28.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,17.0,1.0,0.0,119.0,1
14.0,2.0,14.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,14.0,6.0,7.0,150.0,1
1.0,1.0,28.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,15.0,4.0,6.0,162.0,1
1.0,3.0,12.0,1.0,3.0,4.0,5.0,3.0,1.0,8.0,0.0,16.0,1.0,1.0,308.0,0
8.0,3.0,16.0,0.0,4.0,4.0,2.0,3.0,1.0,3.0,0.0,21.0,1.0,4.0,182.0,0
4.0,1.0,9.0,1.0,5.0,5.0,2.0,1.0,1.0,3.0,0.0,20.0,4.0,9.0,167.0,0
0.0,1.0,22.0,0.0,3.0,5.0,4.0,5.0,2.0,2.0,1.0,21.0,0.0,6.0,139.0,1
0.0,1.0,20.0,0.0,2.0,4.0,3.0,5.0,0.0,2.0,1.0,11.0,0.0,0.0,123.0,1
3.0,1.0,22.0,0.0,4.0,6.0,4.0,1.0,1.0,2.0,1.0,19.0,2.0,4.0,147.0,0
0.0,3.0,17.0,1.0,2.0,2.0,2.0,3.0,0.0,9.0,0.0,12.0,1.0,2.0,147.0,1
14.0,1.0,26.0,1.0,3.0,4.0,2.0,2.0,0.0,10.0,1.0,16.0,2.0,8.0,152.0,0
2.0,1.0,36.0,1.0,4.0,4.0,2.0,5.0,0.0,9.0,1.0,20.0,1.0,1.0,192.0,1
3.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,24.0,2.0,5.0,152.0,0
1.0,3.0,16.0,1.0,4.0,5.0,4.0,5.0,1.0,5.0,0.0,13.0,3.0,3.0,169.0,1
18.0,1.0,9.0,0.0,4.0,2.0,0.0,1.0,1.0,3.0,1.0,20.0,7.0,8.0,204.0,0
25.0,1.0,13.0,0.0,3.0,5.0,4.0,3.0,2.0,2.0,0.0,15.0,8.0,8.0,153.0,0
7.0,1.0,7.0,1.0,3.0,4.0,2.0,5.0,2.0,1.0,0.0,20.0,0.0,9.0,153.0,0
6.0,3.0,6.0,0.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,11.0,1.0,2.0,122.0,1
14.0,3.0,10.0,1.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,15.0,2.0,3.0,152.0,1
5.0,3.0,32.0,1.0,2.0,4.0,0.0,4.0,2.0,4.0,1.0,12.0,1.0,1.0,191.0,1
7.0,1.0,7.0,1.0,2.0,3.0,2.0,1.0,1.0,10.0,0.0,17.0,0.0,1.0,155.0,0
14.0,3.0,12.0,0.0,3.0,3.0,0.0,2.0,2.0,4.0,1.0,18.0,0.0,0.0,236.0,0
17.0,1.0,16.0,1.0,3.0,4.0,4.0,3.0,2.0,6.0,0.0,14.0,2.0,3.0,149.0,0
6.0,3.0,14.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,0.0,15.0,4.0,9.0,180.0,0
1.0,1.0,31.0,1.0,4.0,6.0,4.0,2.0,2.0,3.0,1.0,19.0,2.0,1.0,148.0,1
9.0,3.0,15.0,1.0,3.0,4.0,0.0,1.0,2.0,3.0,0.0,14.0,3.0,5.0,198.0,1
8.0,1.0,9.0,1.0,3.0,5.0,2.0,3.0,1.0,3.0,0.0,18.0,1.0,4.0,220.0,0
0.0,2.0,15.0,0.0,2.0,4.0,3.0,3.0,1.0,2.0,0.0,14.0,1.0,2.0,127.0,1
7.0,2.0,12.0,1.0,2.0,3.0,3.0,3.0,1.0,9.0,0.0,17.0,0.0,2.0,123.0,0
0.0,3.0,19.0,0.0,2.0,3.0,2.0,4.0,2.0,6.0,0.0,11.0,0.0,0.0,158.0,1
1.0,1.0,36.0,0.0,3.0,5.0,2.0,3.0,2.0,3.0,0.0,23.0,3.0,9.0,170.0,1
0.0,1.0,6.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,13.0,5.0,8.0,127.0,1
0.0,2.0,15.0,1.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,15.0,2.0,0.0,123.0,1
9.0,1.0,12.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,0.0,14.0,0.0,7.0,127.0,0
3.0,1.0,13.0,1.0,4.0,4.0,4.0,5.0,0.0,9.0,1.0,22.0,2.0,3.0,149.0,1
0.0,3.0,19.0,1.0,3.0,4.0,2.0,5.0,1.0,6.0,1.0,13.0,1.0,2.0,161.0,1
20.0,3.0,20.0,0.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,17.0,1.0,2.0,146.0,0
1.0,2.0,27.0,0.0,4.0,4.0,4.0,4.0,1.0,2.0,1.0,12.0,1.0,5.0,146.0,1
1.0,1.0,9.0,1.0,3.0,4.0,4.0,3.0,2.0,8.0,0.0,18.0,3.0,2.0,169.0,1
3.0,2.0,15.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,19.0,4.0,7.0,163.0,0
1.0,1.0,9.0,1.0,4.0,4.0,4.0,4.0,1.0,4.0,0.0,13.0,2.0,1.0,139.0,1
8.0,1.0,9.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,0.0,13.0,2.0,3.0,149.0,1
1.0,1.0,19.0,0.0,4.0,5.0,4.0,5.0,2.0,4.0,1.0,16.0,2.0,1.0,150.0,1
0.0,1.0,14.0,0.0,3.0,3.0,4.0,4.0,1.0,2.0,1.0,23.0,0.0,0.0,118.0,1
4.0,3.0,12.0,0.0,3.0,4.0,0.0,2.0,0.0,4.0,0.0,13.0,3.0,9.0,219.0,0
1.0,1.0,23.0,1.0,3.0,6.0,4.0,5.0,1.0,3.0,1.0,24.0,4.0,1.0,148.0,1
9.0,1.0,12.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,1.0,13.0,1.0,2.0,156.0,0
16.0,1.0,18.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,0.0,11.0,3.0,9.0,243.0,0
0.0,1.0,8.0,1.0,2.0,4.0,3.0,2.0,0.0,6.0,1.0,13.0,2.0,2.0,136.0,1
0.0,3.0,15.0,1.0,3.0,4.0,4.0,5.0,0.0,4.0,0.0,12.0,1.0,2.0,144.0,1
9.0,1.0,18.0,0.0,3.0,3.0,2.0,3.0,1.0,10.0,1.0,12.0,0.0,1.0,147.0,0
0.0,3.0,27.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,17.0,0.0,2.0,127.0,0
5.0,2.0,20.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,1.0,13.0,3.0,13.0,262.0,1
0.0,1.0,16.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,12.0,2.0,2.0,126.0,1
1.0,1.0,17.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,12.0,1.0,2.0,135.0,1
10.0,3.0,15.0,1.0,3.0,4.0,2.0,1.0,1.0,6.0,0.0,14.0,2.0,8.0,176.0,0
12.0,1.0,15.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,123.0,0
13.0,3.0,8.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,1.0,14.0,1.0,1.0,149.0,1
0.0,1.0,8.0,1.0,3.0,4.0,3.0,5.0,1.0,7.0,0.0,16.0,0.0,7.0,125.0,1
2.0,3.0,8.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,18.0,0.0,9.0,146.0,0
3.0,2.0,27.0,0.0,4.0,3.0,1.0,4.0,2.0,7.0,1.0,15.0,2.0,4.0,259.0,1
0.0,2.0,15.0,0.0,2.0,3.0,3.0,3.0,1.0,2.0,0.0,15.0,2.0,2.0,127.0,1
1.0,3.0,17.0,1.0,3.0,5.0,0.0,5.0,1.0,11.0,0.0,18.0,5.0,9.0,228.0,1
0.0,2.0,17.0,0.0,3.0,4.0,2.0,4.0,0.0,7.0,0.0,14.0,1.0,1.0,148.0,1
20.0,1.0,16.0,1.0,2.0,3.0,3.0,3.0,2.0,6.0,0.0,22.0,0.0,0.0,125.0,1
0.0,1.0,7.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,0.0,11.0,0.0,2.0,132.0,0
1.0,3.0,28.0,1.0,3.0,5.0,4.0,4.0,2.0,4.0,1.0,14.0,1.0,1.0,146.0,1
2.0,1.0,7.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,1.0,12.0,1.0,3.0,147.0,0
1.0,1.0,31.0,1.0,4.0,6.0,4.0,2.0,2.0,3.0,1.0,19.0,2.0,1.0,148.0,1
0.0,1.0,23.0,0.0,2.0,4.0,3.0,5.0,1.0,2.0,1.0,11.0,0.0,0.0,123.0,1
0.0,1.0,9.0,0.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,19.0,1.0,2.0,142.0,1
27.0,1.0,31.0,1.0,3.0,2.0,0.0,1.0,1.0,5.0,0.0,16.0,1.0,3.0,195.0,0
3.0,1.0,22.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,0.0,16.0,1.0,7.0,153.0,0
13.0,1.0,10.0,0.0,2.0,3.0,5.0,3.0,0.0,2.0,0.0,14.0,1.0,9.0,290.0,0
12.0,1.0,19.0,1.0,1.0,5.0,2.0,5.0,1.0,4.0,0.0,16.0,2.0,3.0,188.0,0
12.0,3.0,17.0,0.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,18.0,0.0,7.0,177.0,1
31.0,3.0,7.0,1.0,4.0,4.0,0.0,2.0,0.0,5.0,1.0,15.0,1.0,5.0,244.0,0
0.0,1.0,14.0,1.0,2.0,4.0,3.0,5.0,2.0,8.0,0.0,11.0,1.0,1.0,126.0,1
0.0,3.0,15.0,0.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,17.0,1.0,3.0,181.0,1
1.0,1.0,9.0,0.0,3.0,4.0,4.0,5.0,2.0,7.0,1.0,13.0,2.0,6.0,151.0,1
11.0,1.0,11.0,1.0,3.0,4.0,4.0,3.0,0.0,9.0,1.0,16.0,2.0,4.0,155.0,0
1.0,1.0,9.0,1.0,3.0,5.0,4.0,5.0,2.0,9.0,0.0,12.0,2.0,1.0,151.0,1
0.0,1.0,25.0,1.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,12.0,1.0,0.0,198.0,1
8.0,3.0,13.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,21.0,1.0,2.0,122.0,1
0.0,3.0,11.0,0.0,3.0,4.0,3.0,3.0,2.0,1.0,0.0,18.0,0.0,0.0,130.0,0
6.0,3.0,14.0,1.0,4.0,4.0,2.0,2.0,0.0,6.0,0.0,13.0,2.0,9.0,217.0,0
1.0,1.0,11.0,1.0,4.0,5.0,3.0,3.0,2.0,5.0,0.0,18.0,1.0,3.0,165.0,1
2.0,3.0,7.0,0.0,2.0,5.0,4.0,3.0,2.0,2.0,0.0,12.0,0.0,0.0,114.0,1
16.0,1.0,9.0,1.0,3.0,5.0,5.0,1.0,1.0,4.0,0.0,13.0,1.0,7.0,297.0,0
3.0,3.0,14.0,1.0,3.0,3.0,0.0,3.0,1.0,6.0,0.0,11.0,4.0,7.0,173.0,0
0.0,2.0,14.0,1.0,3.0,4.0,4.0,4.0,1.0,3.0,1.0,11.0,1.0,2.0,142.0,1
4.0,3.0,32.0,1.0,3.0,5.0,0.0,4.0,2.0,4.0,1.0,13.0,2.0,7.0,216.0,1
5.0,3.0,12.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,0.0,20.0,1.0,3.0,208.0,0
